id,name,block_code,district_id,created_at,updated_at,soil_samples_count,tests_count,results_count,soil_health_cards_count
12,HIRABANDH,012,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,900,767,721,3044
133,ALIPURDUAR - II,012,8,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,10973,10950,10839,24681
61,RAMPURHAT - I,007,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,3610,3179,1512,5153
328,MANDIRBAZAR,023,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1213,1263,1147,1341
200,NANDIGRAM - I,015,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,1276,1069,314,603
178,MOHANPUR,015,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2808,2800,2555,4023
186,KESHPUR,023,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,9481,9436,8758,21081
268,BANDWAN,007,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,882,876,865,5814
111,SHRIRAMPUR,009,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,188,187,150,489
105,DHANIAKHALI,003,6,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,7111,7105,5759,18630
57,MURARI - I,003,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,3856,3436,1320,5633
127,METIALI,006,7,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,1870,1736,1182,1278
151,CHANCHAL - I,003,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4811,4811,3923,20238
53,PANDABESHWAR,034,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,79,79,79,634
110,TARAKESWAR,008,6,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2874,2877,2757,8950
324,MATHURAPUR - I,019,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1808,1806,1741,5391
341,HARIRAMPUR,007,18,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,11045,10702,6275,6222
144,MEKHLIGANJ,009,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4895,4877,4876,6294
338,TAPAN,004,18,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,4549,4489,3606,3715
352,ITAHAR,009,19,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,8581,8363,8286,36854
4,SALTORA,004,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,815,743,745,6970
15,SARENGA,015,1,2015-11-04 18:28:09.000000,2017-07-11 12:01:24.075801,578,540,511,651
221,BHAGABANGOLA - II,005,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4429,4059,3451,10569
295,HAROA,013,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,4204,4205,3017,11913
20,SONAMUKHI,020,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,3138,2770,2801,12701
19,KOTOLPUR,019,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,3000,2983,2643,6586
196,MAHISADAL,011,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,1697,848,673,3073
142,SITAI,007,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4339,4310,4303,6198
31,BHATAR,008,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,10965,10891,10358,41851
97,UDAYNARAYANPUR,010,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2918,2902,2765,9636
213,EGRA - II,028,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4280,903,152,1592
112,CHANDITALA - I,010,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,2594,2586,2265,2748
137,KOOCHBIHAR - II,002,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4839,4572,4565,5314
298,MINAKHA,016,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1350,1350,1092,7934
264,HURA,003,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1292,1230,1138,6817
88,DOMJUR,001,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,962,961,794,4018
307,BHANGORE - I,002,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,3159,3159,3157,9458
308,BHANGORE - II,003,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,4433,4174,3372,15255
28,RAINA - I,005,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,7075,6919,6536,35716
51,PURBASTHALI - II,032,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,6297,6281,6269,31115
355,BARDWAN - II,018,2,2016-08-09 09:08:04.472003,2016-08-09 09:08:04.472003,3055,3049,2657,15110
283,AMDANGA,001,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,2864,2864,2298,18136
116,GOGHAT - II,014,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5295,5295,4725,14108
35,GALSI - I,012,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,6933,6653,6263,43668
238,RANINAGAR - II,022,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5674,5425,4709,20996
168,JHARGRAM,005,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3339,3167,3022,11313
106,PANDUA,004,6,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5792,5791,4428,12437
146,MATHABANGA - II,011,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5484,5476,5359,26337
358,DASPUR - I,028,11,2016-08-09 09:13:13.659001,2016-08-09 09:13:13.659001,3387,3371,3273,12605
123,JALPAIGURI SADAR,002,7,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5475,3553,2760,3145
101,SHYAMPUR - II,014,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2240,2234,1705,8296
182,GARBETA  - I,019,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5603,5601,4832,12920
177,DATAN - II,014,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,3092,2769,2279,3295
130,MADARIHAT,009,8,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3179,3101,3101,3104
169,JAMBANI,006,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,2717,2561,2338,7958
231,LALGOLA,015,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5378,5346,4378,15779
233,NABAGRAM,017,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,6535,6380,5485,15309
333,FALTA,028,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2324,1913,1785,1800
42,SALANPUR,020,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,656,643,620,3628
108,SINGUR,006,6,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,3268,3264,3141,14531
48,KALNA - I,029,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5172,5163,4850,20722
119,KHANAKUL - II,017,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3016,3016,2767,3651
350,HEMTABAD,007,19,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,6490,6425,6066,21776
32,AUSHGRAM - I,009,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,4984,4866,4864,33516
327,MOGRAHAT - II,022,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1703,1700,1598,5132
9,TALDANGRA,009,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,1315,1190,1129,5008
85,RANGLIRANGLIOT,011,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,701,700,0,0
11,KHATRA,011,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,1012,973,941,3001
95,BAGNAN - I,008,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1421,1313,1130,3899
36,KANKSA,013,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,2862,2578,2369,9039
212,EGRA - I,027,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5082,5079,3901,18388
348,KARANDIGHI,005,19,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,9333,9000,8319,24097
224,BURWAN,008,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4143,3974,3918,13653
194,TAMLUK - I,009,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2655,1767,1343,5463
257,RANAGHAT - II,014,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,8249,8248,7462,18619
349,RAIGUNJ,006,19,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,9196,8706,7877,22486
3,CHATNA,003,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,2433,2304,2311,26817
171,BINPUR - II,008,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3787,3785,3495,22339
252,KRISHNANAGAR - I,009,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,4650,4650,4306,8961
229,KANDI SADAR,013,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5124,4961,4700,13827
277,RAGUNATHPUR - II,016,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,955,956,933,10603
312,BUDGE BUDGE - II,007,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1162,1163,1135,4853
39,RANIGUNJ,016,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,237,231,228,2134
5,MAJHIA,005,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,1614,1460,1451,6596
331,KAKDWIP,026,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2408,2406,2244,5094
72,SURI - II,018,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2751,2725,2170,8536
71,SURI - I,017,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2595,2500,1753,7143
81,GARUBATHAN,007,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,785,785,38,38
75,MATIGARA,001,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,551,542,539,539
316,JOYNAGAR -I,011,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1004,1004,965,2819
76,NAKSHALBARI,002,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1545,1224,1225,1224
77,PHANSIDEWA,003,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1505,740,740,715
78,KHORIBARI,004,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2645,1194,1193,1194
183,GARBETA  - II,020,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4743,4740,4710,21841
83,MIRIK,009,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,344,343,129,130
315,CANNING - II,010,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,3095,3073,1028,3130
251,KRISHNAGUNJ,008,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,5701,5516,4571,8487
259,TEHATTA - I,016,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,5275,4810,4009,8071
10,SIMLIPAL,010,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,5689,5439,4500,15952
107,BALAGARH,005,6,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5530,5522,5321,22708
281,SANTURI,020,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,948,948,937,11850
91,SANKRAIL,004,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,568,539,501,2295
187,MEDINIPUR SADAR,024,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,3849,3803,3060,6048
249,KARIMPUR - I,006,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,7213,6509,5270,15806
43,KATWA - I,024,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,4402,4397,3962,17840
90,BALLY,003,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,15,15,9,41
138,TUFANGANJ - I,003,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4194,4193,4074,5473
253,KRISHNANAGAR - II,010,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,3814,3908,2448,3641
67,NANOOR,013,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,6306,6302,5966,27449
26,MEMARI - II,003,2,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,6389,6221,5382,19937
153,RATUA - I,005,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5914,5914,5220,8944
193,TAMLUK - II,008,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,944,821,503,4338
62,RAMPURHAT - II,008,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,4754,4565,4153,41178
185,SALBONI,022,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,5688,5429,5146,23856
274,JHALDA - I,013,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,946,944,943,10068
80,KALIMPUNG - II,006,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,703,703,4,4
45,KETUGRAM - I,026,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5656,5634,5493,15498
297,HINGALGANJ,015,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1568,1564,1418,5815
304,GAIGHATA,022,16,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,5562,5557,5417,31130
342,KUSHMANDI,008,18,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,9005,8766,7448,13766
18,JOYPUR,018,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,2369,2366,2249,8393
210,PATASHPUR - I,025,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,3305,3303,2582,4822
245,CHAPRA,002,14,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,6557,5560,5531,18876
266,MANBAZAR - I,005,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1257,1029,1001,3085
311,BUDGE BUDGE - I,006,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,678,675,495,819
296,HASNABAD,014,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,3494,3492,3236,12287
99,ULUBERIA - II,012,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1975,1925,742,2434
46,KETUGRAM - II,027,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,6440,5791,5654,22192
2,BANKURA - II,002,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,574,556,555,3322
301,SARUPNAGAR,019,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,5317,5318,5222,22097
60,MAYURESWAR - II,006,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,3901,3897,222,658
59,MAYURESWAR - I,005,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2908,2593,511,2723
128,NAGRAKATA,007,7,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,1101,579,577,845
214,RAMNAGAR - II,029,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,1817,1711,1678,6670
50,PURBASTHALI - I,031,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5450,5438,4846,28320
326,MOGRAHAT - I,021,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1516,1509,1458,3247
149,HARISHCHANDRAPUR - I,001,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,5386,5386,4828,9264
89,JAGATBALLAVPUR,002,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2295,2129,1805,5709
291,BARRAKPORE - II,009,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,791,793,744,2382
118,KHANAKUL - I,016,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4620,4618,4413,18218
1,BANKURA - I,001,1,2015-11-04 18:28:09.000000,2015-11-04 18:28:09.000000,1161,1061,970,4920
181,DEBRA,018,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,6243,6219,5693,11935
263,PURULIA - II,002,15,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,1401,1327,1223,6362
70,RAJNAGAR,016,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1543,1493,794,2138
294,BASIRHAT - II,012,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,4102,4084,3562,21585
285,BARASAT - II,003,16,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,3754,3751,3523,16011
73,KHAYRASOL,019,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,3095,2781,926,3022
84,DARJEELING POLBAZAR,010,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1032,1029,24,24
235,RAGHUNATHGANJ - I,019,13,2015-11-04 18:28:12.000000,2017-03-22 07:11:15.320813,5510,4608,4189,13671
120,PURSHURA,018,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3003,2967,2534,12559
79,KALIMPUNG - I,005,4,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,663,661,45,45
314,CANNING - I,009,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2453,2449,2191,7916
313,BASANTI,008,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2414,1668,833,1081
179,PINGLA,016,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,4641,4479,4156,9469
321,GOSABA,016,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2871,2870,2816,8203
332,PATHAR PRATIMA,027,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,1500,1499,1210,1961
44,KATWA - II,025,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5538,5373,5360,19808
92,PANCHLA,005,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,1566,1564,1238,3831
63,MD. BAZAR,009,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,3538,3535,3034,14766
154,RATUA - II,006,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,6457,6564,5628,6155
228,JALANGI,012,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,7875,7906,6539,25497
189,GHATAL,027,11,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2398,2312,2303,12439
152,CHANCHAL - II,004,10,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4813,4813,4015,8076
114,JANGIPARA,012,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,3876,3873,3755,8812
41,BARABANI,019,2,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2138,1114,1112,11054
113,CHANDITALA - II,011,6,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,923,924,742,2236
330,KULPI,025,17,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,2242,2242,2076,8742
254,NABADWIP,011,14,2015-11-04 18:28:13.000000,2015-11-04 18:28:13.000000,3889,3098,2584,23367
94,AMTA - II,007,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,3216,3216,2697,6019
98,ULUBERIA - I,011,5,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,2155,2135,1745,3630
147,SITALKUCHI,012,9,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,4625,4619,4417,14577
302,BONGAON,020,16,2015-11-04 18:28:14.000000,2015-11-04 18:28:14.000000,6144,6147,5844,48641
240,SAMSERGANJ,024,13,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,2982,2980,2830,14280
65,BOLPUR,011,3,2015-11-04 18:28:10.000000,2015-11-04 18:28:10.000000,5323,5281,2295,7930
215,RAMNAGAR - I,030,12,2015-11-04 18:28:12.000000,2015-11-04 18:28:12.000000,1028,892,877,10362
172,KHARAGPUR - I,009,11,2015-11-04 18:28:11.000000,2015-11-04 18:28:11.000000,1867,1866,1777,3496
